iteration,avg_score,selected_links
622,-113.35173372587504,"[32412, 15476, 1533, 15134, 13550, 13504, 43626, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 1464, 42188, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 15705, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 34391, 25159, 30203, 23435, 1368, 1858, 21300, 22062, 17366]"
623,-113.2985497764693,"[32412, 15476, 1533, 15134, 13550, 13504, 14613, 14342, 43626, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 3350, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 23843, 14801, 13988, 13507, 13333, 12169, 27257, 11456, 10312, 10212, 30203, 34274, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 42829, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 23435, 1858, 21300, 22062, 15627]"
624,-113.33281539635809,"[32412, 15476, 1533, 15134, 13550, 13504, 43626, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 21942, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 41714, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 28592, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 22062, 15627, 17366, 19059]"
625,-113.2985497764693,"[32412, 15476, 1533, 15134, 13550, 13504, 14613, 14342, 43626, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 29193, 27031, 26204, 8009, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 629, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 26176, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 38918, 21300, 22062, 15627]"
626,-113.47554792280016,"[32412, 15476, 1533, 15134, 13550, 13504, 43626, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 9569, 27031, 26204, 2604, 21929, 23988, 6782, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 7522, 8833, 6939, 20428, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 44399, 37932, 36439, 41925, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 21193, 1858]"
627,-113.30214807545524,"[32412, 15476, 1533, 15134, 14613, 14342, 13550, 13504, 43626, 11042, 17580, 19405, 10951, 10195, 7964, 44224, 20396, 33461, 9889, 36822, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 8667, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 33532, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 30203, 8975, 8833, 37000, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 27473, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 21300, 23435, 22062, 1858]"
628,-113.27758695889214,"[32412, 15476, 1533, 15134, 14613, 14342, 13550, 13504, 43626, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 17646, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 43764, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 42423, 2952, 9189, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 30203, 8975, 8833, 6939, 6791, 11581, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 24019, 28664, 28550, 10573, 27914, 27240, 27007, 26386, 25159, 21300, 23435, 22062]"
629,-113.27028132155708,"[32412, 15476, 1533, 15134, 13550, 13504, 4568, 14613, 14342, 43626, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 23140, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 30203, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 1347, 39879, 39336, 38860, 5844, 37932, 36439, 33768, 33725, 334, 36773, 3474, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 21300, 34563, 23435, 22062]"
630,-113.2921164540399,"[32412, 15476, 1533, 15134, 13550, 29502, 13504, 14613, 14342, 43626, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 16118, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 19702, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 22062, 23435, 1858, 15627, 17366, 19059]"
631,-113.28050376185804,"[32412, 15476, 1533, 15134, 13550, 13504, 43626, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 24098, 34199, 5254, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 19340, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 22062, 23435, 1858, 15627, 17366, 19059]"
632,-113.34194744302694,"[32412, 15476, 1533, 15134, 13550, 13504, 43626, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 11214, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 13833, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 42177, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 21170, 30865, 1282, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 22062, 23435, 1858, 15627]"
633,-113.33785846690655,"[32412, 10973, 15476, 1533, 15134, 23808, 13550, 13504, 43626, 14613, 14342, 11042, 27661, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9615, 41157, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 41227, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 39141, 33186, 30865, 28921, 28664, 28550, 27914, 21756, 27240, 27007, 26386, 25159, 30203, 25649, 21300]"
634,-113.30092138261912,"[32412, 15476, 1533, 15134, 13550, 13504, 43626, 14613, 8037, 14342, 11042, 17580, 19405, 10951, 18313, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 29050, 44950, 44076, 40797, 40493, 40423, 25018, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 14704, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 44254, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 42849, 27240, 27007, 26386, 25159, 30203, 21300, 22062, 23435]"
635,-113.29007196597972,"[32412, 15476, 1533, 15134, 13550, 13504, 43626, 14613, 14342, 11042, 17580, 19405, 4227, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 22397, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 35169, 36421, 17876, 1067, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 34430, 30203, 21300, 22062, 23435, 1858]"
636,-113.29898593392214,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 3490, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 10236, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 2829, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 28715, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 6875, 36439, 33768, 33725, 334, 33186, 30865, 28921, 602, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 22062, 23435, 1858]"
637,-113.29421546178168,"[32412, 34156, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 36415, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 25791, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 14610, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 22062, 21300, 23435, 1858, 15627, 17366]"
638,-113.2887634936212,"[32412, 15476, 1533, 42544, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 14047, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 5331, 4555, 44950, 44076, 40797, 33324, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 9015, 18833, 33131, 17043, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 43572, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 27876, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 22062]"
639,-113.29421546178168,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 12812, 8169, 27914, 27240, 27007, 26386, 25159, 30203, 22062, 21300, 23435, 1858, 15627, 17366, 19059, 23846]"
640,-113.17844291789336,"[29272, 32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 7872, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 31694, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18489, 18833, 17876, 28800, 1772, 14801, 13988, 14700, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 22062, 21300, 23435, 1858]"
641,-113.38229200741468,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 7361, 17580, 19405, 10951, 10195, 44224, 19684, 20396, 33461, 9889, 9610, 38961, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 8470, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 3846, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 23371, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 22062, 22200, 30203, 21300, 23435]"
642,-113.2777777777778,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 40665, 44224, 21286, 20396, 15919, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 11603, 3882, 38578, 34199, 33998, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 28041, 11456, 23869, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 44622, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 22062, 21300]"
643,-113.28505615527204,"[1505, 32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 5376, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 20105, 28550, 27914, 27240, 27007, 6730, 26386, 25159, 30203, 22062, 9309, 21300, 23435, 1858, 12486]"
644,-113.2845927379784,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 41889, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 13469, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 4615, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 22062, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 23435, 43218, 1858, 15627, 17366]"
645,-113.24225820521208,"[34985, 32724, 32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 9160, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 7859, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 44084, 17876, 1772, 600, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 22062, 8975, 8833, 6939, 38647, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 15625, 27240, 27007, 26386, 25159, 30203, 21300]"
646,-113.27518809290152,"[21683, 32412, 30383, 15476, 43626, 35175, 13550, 13504, 1533, 26002, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 22062, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 15438, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 37472, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 14104, 21608, 20648, 13226, 19982, 19730, 19457, 18833, 17876, 30720, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 15482, 6939, 6791, 635, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386]"
647,-113.38286446407156,"[32412, 5622, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 19405, 17580, 10951, 10195, 25070, 44224, 22062, 20396, 2253, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 24773, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 44310, 4041, 39960, 19392, 2262, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 3954, 30203, 21300]"
648,-113.29421546178168,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 38074, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 22062, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 25978, 23988, 21987, 21642, 8684, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 15495, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 23435, 1858, 15627, 17366]"
649,-113.30119398102714,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 21100, 14342, 11042, 17580, 19405, 10951, 10195, 34561, 44224, 22062, 20396, 33461, 9889, 16992, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 43517, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 24829, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 23435, 1858, 15627]"
650,-113.3276087667648,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 22062, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 1279, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 27299, 26204, 2604, 23988, 23040, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 18069, 28550, 27914, 27240, 27007, 26386, 25159, 41967, 21443, 30203, 21300, 23435, 1858]"
651,-113.29421546178168,"[32412, 15476, 43626, 13550, 41890, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 22062, 20396, 33461, 11389, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 23435, 1858, 15627, 17366, 23846, 19059]"
652,-113.32308363319156,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 19405, 17580, 10951, 15535, 10195, 44224, 27568, 22062, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 43335, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 21300, 23435, 1858, 15627, 23846, 17366]"
